UNIQUE CODE,PARLIAMENTARY CODE,PARLIAMENTARY NAME,TOTAL ELECTORS,MALAY (%),CHINESE (%),INDIANS (%),ORANG ASLI (%),BUMIPUTERA SABAH (%),BUMIPUTERA SARAWAK (%),OTHERS (%),ELECTORS - NORMAL VOTERS (%),ELECTORS - ABSENT VOTERS (%),ELECTORS - POLICE (%),ELECTORS - MILITARY (%),18-20 (%),21-29 (%),30-39 (%),40-49 (%),50-59 (%),60-69 (%),70-79 (%),80-89 (%),ABOVE 90 (%),MALE ELECTORS (%),WOMEN ELECTORS (%),URBAN-RURAL CLASSIFICATION (2022),WINNING COALITION,WINNING PARTY,UNCONTESTED VICTORY,TOTAL ELECTORATE,WINNING MAJORITY,TURNOUT (%),TOTAL BALLOTS ISSUED,TOTAL UNRETURNED VOTES,TOTAL REJECTED VOTES,TOTAL VALID VOTES,BN,BN CANDIDATE,BN CANDIDATE GENDER,BN CANDIDATE AGE,BN VOTE,PH,PH CANDIDATE,PH CANDIDATE GENDER,PH CANDIDATE AGE,PH VOTE,PN,PN CANDIDATE,PN CANDIDATE GENDER,PN CANDIDATE AGE,PN VOTE,GTA,GTA CANDIDATE,GTA CANDIDATE GENDER,GTA CANDIDATE AGE,GTA VOTE,GPS,GPS CANDIDATE,GPS CANDIDATE GENDER,GPS CANDIDATE AGE,GPS VOTE,GRS,GRS CANDIDATE,GRS CANDIDATE GENDER,GRS CANDIDATE AGE,GRS VOTE,WARISAN,WARISAN CANDIDATE,WARISAN CANDIDATE GENDER,WARISAN CANDIDATE AGE,WARISAN VOTE,state,code_state,area_km2,population_total,nationality_citizen,nationality_non_citizen,sex_male,sex_female,housing_total,household_total,household_size_avg,live_births,live_births_male,live_births_female,deaths,deaths_male,deaths_female,labour_participation_rate,labour_unemployment_rate,income_median,income_avg,expenditure_avg,gini,poverty_incidence,sme_small,sme_micro,sme_medium,businesses_agriculture,businesses_crops,businesses_livestock,businesses_fisheries,businesses_forestry,businesses_mining,businesses_manufacturing,businesses_construction,businesses_services,utilities_pipedwater_home,utilities_pipedwater_public,utilities_pipedwater_other,utilities_electricity_home,utilities_electricity_none,income_mean,expenditure_mean,poverty_rate,Loosemore-Hanby Index,Gallagher Index,Gallagher Index (n),Gallagher Index (%),Polsby-Popper Index,Parliament Area,Parliament Perimeter,Convex-Hull,Compactness,Convex Hull,Compactness Index,Reock Index,Convex Hull Index
P.095,P.095,TANJONG KARANG,62194,73.15,17.2,8.23,0.1,0.05,0.01,1.26,99.95,0.01,0.04,0,6.17,21.19,23.26,17.68,14.65,10.13,5.03,1.51,0.37,50.17,49.83,RURAL,PN,PPBM,NA,62194,2180,NA,NA,NA,573,51205,UMNO,DATO' HJH. HABIBAH,FEMALE,NA,15874,NA,NA,NA,NA,NA,PPBM,KAPT (B) DATO DR ZULKAFPERI,MALE,NA,18054,GB,LANDO BROTHERHOOD,MALE,NA,3557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Selangor,10,779,59862,57592,2270,30072,29790,18581,16402,3.7,795,434,361,217,133,84,75.4,2.9,4475,5812,3770,0.392,7.2,14,431,1509,28,17,7,4,0,2,77,130,1771,100,0,0,100,0,5812,3770,7.2,0.204969845,-33182.74775,-33182.74775,-34.79123427,0.033626657,0.063369384,1.372770364,0.070486863,0.046161678,0.070486863,0.046161678,0.021323692,0.89902404
P.096,P.096,KUALA SELANGOR,102951,66.81,12.06,19.55,0.2,0.12,0.01,1.24,99.61,0.01,0.38,0,7.99,24.61,21.83,16.74,14.34,9.06,4.03,1.11,0.28,49.46,50.54,SEMI URBAN,PH,PAN,NA,102951,1002,NA,NA,NA,1072,86481,UMNO,TENGKU ZAFRUL AZIZ,MALE,49,30031,PAN,DS DR DZULKEFLY BIN AHMAD,MALE,NA,31033,PAS,USTAZ MOHD NOOR SHAHAR,MALE,NA,23639,PEJUANG,YB SHAID ROSLI,MALE,NA,1778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Selangor,10,434,171266,161631,9635,89640,81626,54842,42119,3.9,2286,1201,1085,624,370,254,76.4,4.2,5808,7239,4361,0.366,3.1,44,620,2384,53,32,10,10,1,8,219,183,2677,100,0,0,100,0,7239,4361,3.1,0.339290775,7574.252252,7574.252252,7.941403362,0.023281042,0.035283605,1.231077155,0.047059305,0.028660759,0.047059305,0.028660759,0.004576864,0.749768944
P.097,P.097,SELAYANG,181539,51.59,26.3,17.9,0.42,0.28,0.26,3.24,99.64,0.01,0.34,0.02,8.34,25.33,21.15,16.4,14.39,9.52,3.67,1.02,0.19,49.57,50.43,URBAN,PH,PKR,NA,181539,23619,NA,NA,NA,1188,144881,MCA,CHAN WUN HOONG,MALE,43,19425,PKR,WILLIAM LEONG JEE KEEN,MALE,65,72773,PPBM,DATUK ABDUL RASHID ASARI,MALE,NA,49154,PEJUANG,SALLEH AMIRUDDIN,MALE,59,2584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Selangor,10,285,363289,339385,23904,191046,172243,105838,86075,4.2,4886,2538,2348,1330,781,549,76.5,4,7786,9557,4878,0.354,0.6,151,2302,5203,79,40,22,12,5,29,579,639,6514,100,0,0,100,0,9557,4878,0.6,0.598289556,86162.25225,86162.25225,90.33884494,0.026490987,0.023216465,0.936157605,0.031727741,0.024799739,0.031727741,0.024799739,0.00225481,0.731740221
P.098,P.098,GOMBAK,206744,69.94,10.86,10.86,0.26,0.19,0.5,7.39,99.75,0.04,0.11,0.1,6.65,21.78,23,17.5,13.89,11.04,4.93,1.06,0.16,49.62,50.38,URBAN,PH,PKR,NA,206744,12729,NA,NA,NA,1122,165426,UMNO,MEGAT ZULKARNAIN BIN OMARDIN,MALE,53,30723,PKR,AMIRUDIN SHARI,MALE,42,72267,PPBM,DATO' SERI AZMIN ALI,MALE,NA,59538,PUTRA,DATUK DR. AZIZ JAMALUDIN,MALE,NA,2223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Selangor,10,265,349207,321798,27409,181250,167957,85320,82188,4.2,4714,2530,2184,1289,779,510,76.4,3.9,8416,11565,5249,0.395,0.3,181,3478,9370,138,86,26,17,9,42,800,1060,11175,100,0,0,100,0,11565,5249,0.3,0.681356491,111367.2523,111367.2523,116.7656215,0.027284453,0.021600699,0.889766959,0.027067898,0.024276804,0.027067898,0.024276804,0.002010345,0.798019064
P.099,P.099,AMPANG,133494,51.4,32.44,9.68,0.44,0.29,0.01,5.74,99.74,0.03,0.23,0,6.34,21.08,21.35,17.31,15.21,11.8,5.21,1.47,0.22,49.29,50.71,URBAN,PH,PKR,NA,133494,29681,NA,NA,NA,834,104430,MCA,IVONE LOW YI WEN,FEMALE,29,11509,PKR,RODZIAH ISMAIL,FEMALE,58,56754,PPBM,SASHA LYNA,FEMALE,NA,27073,PEJUANG,DR. NURUL ASHIKIN,FEMALE,33,2653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WARISAN,BRYAN LAI,MALE,NA,1423,Selangor,10,51,204469,185978,18491,106579,97890,62726,56087,3.7,2794,1463,1331,762,451,311,74.9,5.6,9243,13591,6253,0.454,1.1,74,1486,4395,40,27,3,5,5,28,292,469,5232,100,0,0,100,0,13591,6253,1.1,0.439949906,38117.25225,38117.25225,39.96493186,0.030724226,0.004205713,0.369980924,0.005202138,0.011367378,0.005202138,0.011367378,8.58E-05,0.808458509
P.100,P.100,PANDAN,148730,40.22,46.97,7.95,0.76,0.34,0.02,3.75,99.59,0.02,0.39,0,5.58,20.17,22.61,18.39,16.04,11.71,4.31,1.06,0.12,49.3,50.7,URBAN,PH,PKR,NA,148730,48296,NA,NA,NA,606,115656,MCA,LEONG KOK WEE,MALE,54,11664,PKR,RAFIZI RAMLI,MALE,45,74002,PAS,FARIQUE ZUBIR,MALE,NA,25706,GB,NADIA HANAFIAH,FEMALE,53,961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WARISAN,ONG TEE KEAT,MALE,NA,3323,Selangor,10,20,227413,209734,17679,122526,104887,76213,69799,3.3,3080,1548,1532,834,476,358,77.7,5,8282,9495,5069,0.284,0.3,109,2207,7155,87,57,15,8,7,33,497,923,8084,100,0,0,100,0,5288,3628,3.4,0.490162476,53353.25225,53353.25225,55.9394753,0.020959795,0.00163874,0.279615702,0.00244566,0.005860688,0.00244566,0.005860688,8.89E-06,0.670060645
P.101,P.101,HULU LANGAT,166902,63.45,20.97,10.72,0.49,0.35,0.9,3.12,98.14,0.02,1.84,0,8.92,25.99,21.37,16.22,13.67,9.23,3.45,0.98,0.16,50.03,49.97,URBAN,PH,PAN,NA,166902,14896,NA,NA,NA,1214,136789,UMNO,DATUK WIRA HAJI JOHAN BIN ABD AZIZ,MALE,NA,32570,PAN,YB MOHD SANY HAMZAN,MALE,NA,58382,PPBM,DATO' DR. MOHD RADZI ABD LATIF,MALE,NA,43486,PEJUANG,DATO HAJI MARKIMAN KOBIRAN,MALE,NA,1655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WARISAN,DATO' ABDUL RAHMAN BIN JAAFAR,MALE,NA,370,Selangor,10,620,347569,333562,14007,182145,165424,110398,95187,3.7,4682,2446,2236,1275,753,522,76,5.5,9044,10317,5284,0.312,0.9,170,1938,6974,83,53,16,7,7,34,815,886,7444,100,0,0,100,0,10317,5284,0.9,0.550051083,71525.25225,71525.25225,74.99233717,0.021006521,0.050446777,1.549671492,0.068753232,0.032553207,0.068753232,0.032553207,0.00844191,0.733736806
P.102,P.102,BANGI,303430,48.43,36.96,11.19,0.61,0.4,0.01,2.39,99.55,0.03,0.31,0.11,8.61,25.83,21.6,16.64,13.73,9.18,3.47,0.83,0.11,49.45,50.55,URBAN,PH,DAP,NA,303430,69701,NA,NA,NA,1930,244291,MCA,HOH HEE LEE,MALE,62,25685,DAP,SYAHREDZAN BIN JOHAN,MALE,NA,141568,PAS,NAZRUL NAZIR,MALE,NA,71867,BERJASA,USTAZ ANNUAR BIN SALLEH,MALE,NA,3148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Selangor,10,184,687609,621840,65769,365107,322502,201487,182471,3.8,9110,4698,4412,2477,1446,1031,76.1,4.5,8335,10265,5275,0.339,0.4,436,4557,15553,171,102,24,22,23,82,1726,2048,17046,100,0,0,100,0,4487,2984,10.6,1,208053.2523,208053.2523,218.1383379,0.022356596,0.014921342,0.816960585,0.018932021,0.018264458,0.018932021,0.018264458,7.86E-04,0.788153685
P.103,P.103,PUCHONG,152861,37.26,49.4,10.95,0.71,0.35,0.18,1.15,99.72,0.02,0.24,0.02,7.7,23.02,19.58,19.4,15.21,9.61,4.23,1.12,0.13,50.06,49.94,URBAN,PH,DAP,NA,152861,57957,NA,NA,NA,1222,120949,KIMMA,DATUK SERI HAJI SYED IBRAHIM,MALE,NA,21468,DAP,YEO BEE YIN,FEMALE,NA,79425,GERAKAN,JIMMY CHEW JYH GANG,MALE,NA,18263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Selangor,10,78,375181,339659,35522,198612,176569,107968,97792,3.9,4979,2545,2434,1351,783,568,73.4,4.9,7545,10187,5715,0.403,2.1,318,3853,10302,104,75,9,9,11,49,1404,1663,11544,100,0,0,100,0,10187,5715,2.1,0.503776818,57484.25225,57484.25225,60.27071966,0.015987713,0.006304834,0.62797691,0.00978763,0.010039914,0.00978763,0.010039914,1.00E-04,0.644163571
P.104,P.104,SUBANG,230940,26.25,54.04,16.81,0.81,0.49,0.01,1.59,99.22,0.04,0.66,0.08,6.61,21.45,20.05,17.62,16.44,12.05,4.52,1.13,0.13,49.42,50.58,URBAN,PH,PKR,NA,230940,115074,NA,NA,NA,938,177983,MCA,DR KOW,MALE,56,16539,PKR,WONG CHEN,MALE,53,138259,GERAKAN,ALEX ANG H N,MALE,NA,23185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Selangor,10,69,478154,431857,46297,257689,220465,144677,127099,3.7,6425,3254,3171,1742,1001,741,75.2,4.9,9944,12747,6927,0.374,0.3,607,7223,22038,246,164,25,33,24,122,1777,2678,25882,100,0,0,100,0,4838,3377,12.5,0.761098112,135563.2523,135563.2523,142.1344882,0.021140645,0.005548713,0.512314946,0.007555576,0.010830668,0.007555576,0.010830668,1.03E-04,0.734386518
P.105,P.105,PETALING JAYA,195148,46.15,29.56,20.73,0.66,0.35,0.01,2.53,97.77,0.02,0.44,1.76,5.17,17.62,19.74,17.99,16.19,13.23,6.98,2.47,0.6,49.35,50.65,URBAN,PH,PKR,NA,195148,50575,NA,NA,NA,1664,145862,MCA,CHEW HIAN TAT,MALE,48,23253,PKR,LEE CHEAN CHUNG,MALE,41,83311,PPBM,DATO THENG BOOK,MALE,62,32736,GB,MAZWEEN MOKHTAR,FEMALE,44,4052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Selangor,10,55,362290,324429,37861,193587,168703,109346,97421,3.7,4989,2549,2440,1356,786,570,75,5,8942,12464,6292,0.441,1.1,839,8059,23855,279,181,34,36,28,143,1399,2151,29763,100,0,0,100,0,12464,6292,1.1,0.643140098,99771.25225,99771.25225,104.6075219,0.015954423,0.00451116,0.531745159,0.00672093,0.008483687,0.00672093,0.008483687,5.13E-05,0.671210681
P.106,P.106,DAMANSARA,239103,20.66,66.14,9.98,0.49,0.27,0.25,2.23,99.77,0.02,0.2,0,5.55,17.9,18.47,18.5,15.97,13.04,7.64,2.52,0.4,48.67,51.33,URBAN,PH,DAP,NA,239103,124619,NA,NA,NA,973,174937,MCA,TAN GIM TUAN GT,MALE,53,13806,DAP,GOBIND SINGH DEO,MALE,NA,142875,GERAKAN,LIM SI CHING,MALE,30,18256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Selangor,10,65,468939,437039,31900,242937,226002,137145,122621,3.8,6279,3308,2971,1713,1019,694,76,5.1,9485,12414,7139,0.399,0.6,730,8305,21305,234,170,18,11,35,97,1946,1934,27229,100,0,0,100,0,5686,3191,8.3,0.788000527,143726.2523,143726.2523,150.693178,0.018110683,0.005202568,0.535971212,0.008985761,0.009706805,0.008985761,0.009706805,7.74E-05,0.578979083
P.107,P.107,SUNGAI BULOH,158090,62.62,20.7,10.44,0.78,0.48,0.07,4.9,98.46,0.03,0.34,1.17,9.64,26.95,21.21,16.95,13.87,7.84,2.75,0.65,0.12,50.1,49.9,URBAN,PH,PKR,NA,158090,2693,NA,NA,NA,945,129639,UMNO,KHAIRY JAMALUDDIN,MALE,46,48250,PKR,RAMANAN RAMAKRISHNAN,MALE,41,50943,PAS,HJ MOHD GHAZALI BIN MD HAMIN,MALE,NA,29060,PEJUANG,AKMAL YUSOFF,MALE,NA,829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Selangor,10,133,347092,319576,27516,183455,163637,100120,92584,4,4580,2347,2233,1244,723,521,74.1,4,7208,11489,6949,0.46,1.6,269,3411,8930,117,81,15,9,12,42,1122,1032,10607,100,0,0,100,0,6975,4223,5.9,0.521009788,62713.25225,62713.25225,65.753188,0.020001224,0.010826765,0.735734389,0.017574179,0.014715588,0.017574179,0.014715588,3.70E-04,0.616060912
P.108,P.108,SHAH ALAM,165744,73.36,12.67,11.92,0.55,0.33,0.09,1.08,98.9,0.04,1.03,0.03,8.12,23.57,22.03,17.73,13.54,10.33,3.86,0.71,0.12,49.91,50.09,URBAN,PH,PAN,NA,165744,18095,NA,NA,NA,919,135770,UMNO,ISHAM JALIL,MALE,NA,28266,PAN,AZLI YUSOF,MALE,NA,61409,PPBM,DR. AFIF BAHARDIN,MALE,NA,43314,PEJUANG,RAFIQUE RASHID,MALE,45,2781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Selangor,10,140,438745,398607,40138,234332,204413,127353,124773,3.9,5726,2912,2814,1553,896,657,74.9,3.8,10453,13567,7225,0.395,0.3,431,3992,13005,160,102,30,17,11,69,1175,1555,15100,100,0,0,100,0,11565,5249,0.3,0.546234716,70367.25225,70367.25225,73.77820477,0.027273202,0.011395334,0.646391236,0.015192786,0.017629159,0.015192786,0.017629159,5.59E-04,0.750049007
P.109,P.109,KAPAR,189369,68,15.26,14.21,0.51,0.17,0.06,1.79,99.73,0.01,0.26,0,8.31,25.57,21.75,17.19,14.18,8.63,3.43,0.79,0.15,49.76,50.24,URBAN,PN,PAS,NA,189369,11782,NA,NA,NA,1464,158030,UMNO,MUHAMMAD BIN NOOR AZMAN,MALE,NA,35079,PKR,ABDULLAH SANI,MALE,60,53969,PAS,DR HALIMAH ALI,FEMALE,NA,65751,BERJASA,UST. HJ. MOHD PATHAN BIN HUSSIN,MALE,NA,1015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WARISAN,DATO' SERI RAHIM,MALE,NA,265,Selangor,10,362,314033,280092,33941,173549,140484,81703,74747,4.1,4172,2069,2103,1129,637,492,75.7,4.4,6536,7953,5148,0.353,2.8,434,3908,9129,147,88,28,20,11,40,1362,929,11298,100,0,0,100,0,7953,5148,2.8,0.624094519,93992.25225,93992.25225,98.54839305,0.006462153,0.029349469,2.131137667,0.046350822,0.013771738,0.046350822,0.013771738,8.79E-04,0.633202781
P.110,P.110,KLANG,208913,26.65,52.77,18.25,0.71,0.22,0.1,1.3,99.38,0.02,0.46,0.15,5.58,18.45,19.19,18.44,16.1,13.16,6.67,1.95,0.46,49.86,50.14,URBAN,PH,DAP,NA,208913,91801,NA,NA,NA,1374,163905,MCA,TEE HOOI LING,FEMALE,47,19762,DAP,GANABATIRAU A/L VERAMAN,MALE,NA,115539,PPBM,DR JAYA,MALE,NA,23738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WARISAN,LOO CHENG WEE,MALE,NA,1140,Selangor,10,162,297837,271414,26423,161299,136538,82884,71762,4.1,3968,2012,1956,1075,619,456,76.9,4.6,8251,10369,5518,0.375,1.4,358,3922,10791,209,146,30,21,12,53,1178,1130,12807,100,0,0,100,0,10369,5518,1.4,0.688504762,113536.2523,113536.2523,119.0397607,0.010477918,0.013063197,1.116573292,0.025528653,0.011699363,0.025528653,0.011699363,2.82E-04,0.51170723
P.111,P.111,KOTA RAJA,244712,39.81,29.68,27.34,1.33,0.34,0.02,1.48,99.96,0.02,0.02,0,9.09,25.9,21.2,17.86,13.82,8.29,3.07,0.66,0.11,49.38,50.62,URBAN,PH,PAN,NA,244712,73998,NA,NA,NA,1586,197740,MIC,KAJENDRAN,MALE,40,22225,PAN,MOHD SABU,MALE,NA,123306,PAS,HAJI MOHAMED DIAH BAHARUN,MALE,NA,49308,BERJASA,FAHMI BAZLAN MUDA,MALE,NA,2063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Selangor,10,141,523094,478924,44170,279087,244007,148807,129111,4,6952,3586,3366,1891,1104,787,74.6,3.6,8584,11015,5877,0.383,1.7,346,4037,13103,201,133,28,12,28,37,1311,1422,14902,100,0,0,100,0,11015,5877,1.7,0.806485845,149335.2523,149335.2523,156.5740663,0.038586902,0.011539422,0.546854853,0.013238798,0.021101435,0.013238798,0.021101435,8.11E-04,0.871636712
P.112,P.112,KUALA LANGAT,148637,54.86,23.76,17.28,0.42,0.17,2.02,1.47,99.26,0.01,0.25,0.48,7.79,23.55,22.61,17.84,13.53,9.29,3.95,1.18,0.25,49.75,50.25,SEMI URBAN,PN,PAS,NA,148637,1833,NA,NA,NA,1436,123860,MIC,MOHANA MUNIANDY,FEMALE,NA,18685,PKR,MANIVANAN GOWIN,MALE,46,51034,PAS,DR AHMAD YUNUS HAIRI,MALE,NA,52867,GB,MOHD RIDZUAN ABDULLAH,MALE,NA,591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Selangor,10,582,247093,237796,9297,128315,118778,78393,65910,3.7,3260,1730,1530,890,533,357,76.3,3.4,7096,8717,4967,0.339,2.6,124,1349,4995,178,133,31,7,7,18,410,592,5421,100,0,0,100,0,4487,2984,10.6,0.48985598,53260.25225,53260.25225,55.84196726,0.025039382,0.047273673,1.37403525,0.060990122,0.034404993,0.060990122,0.034404993,0.008836535,0.775103767
P.113,P.113,SEPANG,168039,62.92,19.15,13.14,0.71,0.4,2.12,1.55,98.87,0.03,1.1,0,9.11,25.2,21.37,17.73,13.43,8.35,3.49,1.08,0.23,50.24,49.76,SEMI URBAN,PH,PAN,NA,168039,8949,NA,NA,NA,1423,137955,UMNO,ANUAR BIN BASIRAN,MALE,NA,31097,PAN,AIMAN ATHIRAH,FEMALE,NA,56264,PPBM,DATUK SERI RINA HARUN,FEMALE,NA,47315,PEJUANG,CHE ASMAH IBRAHIM,FEMALE,59,2337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Selangor,10,841,384244,346112,38132,206317,177927,144963,113686,3.2,4902,2566,2336,1337,790,547,74.7,3.6,8398,11724,5617,0.4,0.7,191,1846,5914,161,92,54,11,4,21,441,629,7126,100,0,0,100,0,5967,3394,11.1,0.55379824,72662.25225,72662.25225,76.18445163,0.016551773,0.068283596,2.031121606,0.095691878,0.033618664,0.095691878,0.033618664,0.012187006,0.713577757
P.114,P.114,KEPONG,94285,5.62,85.51,7.08,0.87,0.14,0.01,0.77,99.69,0.01,0.3,0,4.14,14.88,16.2,18.22,19.37,15.55,8.54,2.73,0.37,50.24,49.76,URBAN,PH,DAP,NA,94285,61081,NA,NA,NA,268,72319,MCA,YAP ZHENG HOE,MALE,30,3227,DAP,LIM LIP ENG,MALE,NA,64308,GERAKAN,PHAANG JING FATT,MALE,NA,2795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WARISAN,SHAUN YOUNG,MALE,NA,528,W.P. Kuala Lumpur,14,12,106199,88170,18029,62487,43712,31667,28268,3.3,1114,572,542,400,227,173,72.5,4.7,11274,13087,6500,0.303,0,NA,38,248,59,35,6,11,7,25,394,610,7333,100,0,0,100,0,4390,3337,8.6,0.310730646,-1091.747748,-1091.747748,-1.144668668,0.034731558,9.40E-04,0.164515476,0.001227401,0.005713879,0.001227401,0.005713879,4.85E-06,0.765863179
P.115,P.115,BATU,113863,44.05,34.57,18.18,0.6,0.46,0.04,2.11,97.37,0.02,0.67,1.95,5.78,20.39,22.93,17.54,14.4,11.78,5.19,1.62,0.38,49.81,50.19,URBAN,PH,PKR,NA,113863,22241,NA,NA,NA,477,86518,MIC,A. KOHILAN PILLAY,MALE,NA,10398,PKR,PRABAKARAN PARAMESWARAN,MALE,26,45716,PAS,USTAZ AZHAR YAHYA,MALE,NA,23475,PEJUANG,WAN AZLIANA,FEMALE,NA,849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WARISAN,NATHAN BATU,MALE,NA,575,W.P. Kuala Lumpur,14,20,219132,172546,46586,131753,87379,66080,61054,3,2192,1126,1066,789,449,340,71.7,4.8,9426,11019,5817,0.305,0.3,141,1174,4421,155,111,18,9,17,84,535,2654,22933,100,0,0,100,0,5507,3561,4.3,0.375252941,18486.25225,18486.25225,19.38234705,0.024013213,0.001646978,0.261889911,0.002441801,0.006288818,0.002441801,0.006288818,1.03E-05,0.674493068
P.116,P.116,WANGSA MAJU,120323,57.71,28.51,9.11,0.61,0.63,0.05,3.38,97.65,0.03,0.28,2.04,5.14,19.42,24.06,17.75,14.67,12.48,4.96,1.31,0.21,49.37,50.63,URBAN,PH,PKR,NA,120323,20696,NA,NA,NA,498,93368,UMNO,SHAFEI ABDULLAH,MALE,NA,19595,PKR,ZAHIR HASSAN,MALE,63,46031,PAS,USTAZAH NURIDAH,FEMALE,NA,25335,PUTRA,NORZAILA,FEMALE,NA,987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WARISAN,WEE CHOO KEONG,MALE,NA,576,W.P. Kuala Lumpur,14,16,215600,195262,20338,115803,99797,62008,56346,3.6,2507,1312,1195,904,523,381,71.5,3.4,9716,11153,5768,0.289,0,145,1095,5632,97,56,13,9,19,58,358,898,10905,100,0,0,100,0,4588,2821,2.8,0.39654286,24946.25225,24946.25225,26.15548636,0.025007972,0.001310328,0.228902627,0.001928773,0.005724391,0.001928773,0.005724391,6.78E-06,0.679358424
P.117,P.117,SEGAMBUT,119652,26.77,56.76,11.81,0.33,0.28,0.03,4.04,99.74,0.05,0.21,0,5.35,18.37,20.7,17.56,15.05,13.46,6.83,2.16,0.51,48.72,51.28,URBAN,PH,DAP,NA,119652,59684,NA,NA,NA,389,85496,MCA,DANIEL LING SIA CHIN,MALE,58,8304,DAP,HANNAH YEOH,FEMALE,NA,68438,GERAKAN,PRABAGARAN,MALE,NA,8754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W.P. Kuala Lumpur,14,51,253715,218026,35689,132196,121519,90043,75498,3.3,3017,1590,1427,1088,633,455,72.9,4.5,15342,20521,9845,0.396,0,9,165,719,223,159,24,19,21,166,732,1951,24272,100,0,0,100,0,5618,3710,11.2,0.394331477,24275.25225,24275.25225,25.45196059,0.040320287,0.00411245,0.319365857,0.004818963,0.012876923,0.004818963,0.012876923,1.08E-04,0.853388843
P.118,P.118,SETIAWANGSA,95753,60.52,24.51,11.69,0.81,0.97,0.05,1.45,87.31,0.04,2.87,9.78,5.28,20.44,25.86,17.5,14.15,11.25,4.18,1.09,0.24,51.31,48.69,URBAN,PH,PKR,NA,95753,12164,NA,NA,NA,696,74764,UMNO,IZUDIN BIN ISHAK,MALE,NA,16333,PKR,NIK NAZMI NIK AHMAD,MALE,40,34434,PPBM,NURUL FADZILAH BINTI KAMALUDDIN,FEMALE,NA,22270,PEJUANG,BIBI SUNITA,FEMALE,52,953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W.P. Kuala Lumpur,14,16,147095,140563,6532,76341,70754,45093,46697,3.1,1807,957,850,652,381,271,72,4.6,9651,12281,6534,0.33,0.3,8,50,447,48,25,13,5,5,37,187,378,5436,100,0,0,100,0,5522,3564,6.8,0.315568665,376.2522523,376.2522523,0.394490545,0.042238545,0.001337904,0.177974619,0.001551093,0.007517389,0.001551093,0.007517389,1.19E-05,0.862556143
P.119,P.119,TITIWANGSA,80747,66.43,16.5,9.31,0.69,0.45,0.03,6.6,97.37,0.02,0.37,2.24,4.8,17.44,20.72,17.06,17.07,14.21,6.18,1.9,0.63,49.84,50.16,URBAN,BN,UMNO,NA,80747,4632,NA,NA,NA,512,60858,UMNO,DATUK SERI JOHARI GHANI,MALE,58,25042,PAN,KHALID ABD SAMAD,MALE,NA,20410,PAS,DR. ROSNI ADAM,FEMALE,NA,14518,PEJUANG,DATO' SRI KHAIRUDDIN BIN ABU HASSAN,MALE,NA,888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W.P. Kuala Lumpur,14,15,122096,106806,15290,63360,58736,44206,36063,3.3,1477,774,703,532,308,224,73,3.6,9827,11921,6823,0.335,0.5,3,91,756,149,103,18,15,13,99,402,900,13525,100,0,0,100,0,11921,6823,0.5,0.266114096,-14629.74775,-14629.74775,-15.33890397,0.022323252,0.001185679,0.230464935,0.001881109,0.005144727,0.001881109,0.005144727,4.96E-06,0.630308567
