UNIQUE CODE,PARLIAMENTARY CODE,PARLIAMENTARY NAME,TOTAL ELECTORS,MALAY (%),CHINESE (%),INDIANS (%),ORANG ASLI (%),BUMIPUTERA SABAH (%),BUMIPUTERA SARAWAK (%),OTHERS (%),ELECTORS - NORMAL VOTERS (%),ELECTORS - ABSENT VOTERS (%),ELECTORS - POLICE (%),ELECTORS - MILITARY (%),18-20 (%),21-29 (%),30-39 (%),40-49 (%),50-59 (%),60-69 (%),70-79 (%),80-89 (%),ABOVE 90 (%),MALE ELECTORS (%),WOMEN ELECTORS (%),URBAN-RURAL CLASSIFICATION (2022),WINNING COALITION,WINNING PARTY,UNCONTESTED VICTORY,TOTAL ELECTORATE,WINNING MAJORITY,TURNOUT (%),TOTAL BALLOTS ISSUED,TOTAL UNRETURNED VOTES,TOTAL REJECTED VOTES,TOTAL VALID VOTES,BN,BN CANDIDATE,BN CANDIDATE GENDER,BN CANDIDATE AGE,BN VOTE,PH,PH CANDIDATE,PH CANDIDATE GENDER,PH CANDIDATE AGE,PH VOTE,PN,PN CANDIDATE,PN CANDIDATE GENDER,PN CANDIDATE AGE,PN VOTE,GTA,GTA CANDIDATE,GTA CANDIDATE GENDER,GTA CANDIDATE AGE,GTA VOTE,GPS,GPS CANDIDATE,GPS CANDIDATE GENDER,GPS CANDIDATE AGE,GPS VOTE,GRS,GRS CANDIDATE,GRS CANDIDATE GENDER,GRS CANDIDATE AGE,GRS VOTE,WARISAN,WARISAN CANDIDATE,WARISAN CANDIDATE GENDER,WARISAN CANDIDATE AGE,WARISAN VOTE,state,code_state,area_km2,population_total,nationality_citizen,nationality_non_citizen,sex_male,sex_female,housing_total,household_total,household_size_avg,live_births,live_births_male,live_births_female,deaths,deaths_male,deaths_female,labour_participation_rate,labour_unemployment_rate,income_median,income_avg,expenditure_avg,gini,poverty_incidence,sme_small,sme_micro,sme_medium,businesses_agriculture,businesses_crops,businesses_livestock,businesses_fisheries,businesses_forestry,businesses_mining,businesses_manufacturing,businesses_construction,businesses_services,utilities_pipedwater_home,utilities_pipedwater_public,utilities_pipedwater_other,utilities_electricity_home,utilities_electricity_none,income_mean,expenditure_mean,poverty_rate,Loosemore-Hanby Index,Gallagher Index,Gallagher Index (n),Gallagher Index (%),Polsby-Popper Index,Parliament Area,Parliament Perimeter,Convex-Hull,Compactness,Convex Hull,Compactness Index,Reock Index,Convex Hull Index
P.170,P.170,TUARAN,83419,4.76,4.24,0.23,87.17,0.48,0.01,3.11,99.77,0,0.23,0,7.75,22.31,23.93,16.88,13.83,9.08,3.59,1.65,0.98,49.79,50.21,SEMI URBAN,PH,UPKO,NA,83419,233,NA,NA,NA,746,58227,NA,NA,NA,NA,NA,UPKO,MADIUS TANGAU,MALE,NA,24943,NA,NA,NA,NA,NA,PEJUANG,MUMININ B. NORBINSHA,MALE,NA,445,NA,NA,NA,NA,NA,PBS,JONISTON BANGKUAI,MALE,60,24710,WARISAN,JO-ANNA SUE HENLEY RAMPAS,FEMALE,NA,5728,Sabah,12,1126,134976,127406,7570,68540,66436,34024,29136,4.6,1919,1030,889,571,346,225,65.1,5.9,3747,5089,2932,0.383,16.3,22,202,1152,20,9,5,6,0,2,49,193,2088,80.5,0.3,19.2,100,0,11015,5877,1.7,0.27492008,-11957.74775,-11957.74775,-12.53738257,0.017122337,0.091966443,2.317571689,0.118132528,0.039682243,0.118132528,0.039682243,0.022868703,0.778502285
P.171,P.171,SEPANGGAR,108370,12.97,17.07,0.54,61.13,0.73,0.01,7.55,97.98,0.01,0.01,2.01,8.83,27.26,25.28,15.57,11.23,7.8,2.54,0.93,0.57,51,49,URBAN,PH,PKR,NA,108370,7042,NA,NA,NA,975,70304,UMNO,YAKUB KHAN,MALE,60,19980,PKR,MUSTAPHA SAKMUD,MALE,53,27022,NA,NA,NA,NA,NA,PEJUANG,YUSOF BIN KUNCHANG,MALE,NA,731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WARISAN,MOHD AZIS JAMMAN,MALE,NA,18594,Sabah,12,317,336253,280746,55507,171500,164753,76661,76273,4.4,4935,2613,2322,1464,875,589,72.9,6.3,5447,7076,3123,0.386,9.8,390,3571,11300,184,97,21,35,31,43,536,1187,8618,90.3,1.9,7.8,99.9,0.1,4688,3105,12.7,0.357149919,12993.25225,12993.25225,13.62308168,0.012297694,0.0258839,1.450784878,0.039719604,0.017841308,0.039719604,0.017841308,0.001301076,0.65166561
P.172,P.172,KOTA KINABALU,74059,4.21,59.9,0.98,29.48,0.36,0,5.06,99.52,0.02,0.22,0.25,3.32,14.06,19.12,18.19,16.55,16.09,8.69,2.85,1.12,49.03,50.97,URBAN,PH,DAP,NA,74059,23783,NA,NA,NA,356,44120,NA,NA,NA,NA,NA,DAP,CHAN FOONG HIN,MALE,NA,31359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,YEE TSAI YIEW,FEMALE,32,4592,WARISAN,YEO YAN YIN @ AMANDA,FEMALE,NA,7576,Sabah,12,26,114202,95460,18742,59181,55021,25976,27100,4.2,1616,834,782,479,281,198,73.1,6.5,7220,8846,4290,0.352,1.6,335,2988,7899,354,184,26,42,102,80,294,1158,12832,97.1,2.9,0,100,0,4841,3056,7.1,0.244072768,-21317.74775,-21317.74775,-22.35109526,0.027719718,0.002109862,0.275887849,0.002691638,0.007647533,0.002691638,0.007647533,1.95E-05,0.783857797
P.173,P.173,PUTATAN,63173,18.66,11.76,0.74,59.48,1,0.02,8.34,95.23,0.01,0.05,4.72,6.73,23.58,24.04,16.44,12.81,10.12,4.19,1.26,0.84,51.72,48.28,URBAN,BN,UMNO,NA,63173,124,NA,NA,NA,789,41249,UMNO,SHAHELMEY BIN YAHYA,MALE,49,16234,PKR,AWANG HUSAINI BIN SAHARI,MALE,55,16110,NA,NA,NA,NA,NA,GB,POYNE B. TUDUS @ PATRICK PAYNE,MALE,NA,394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WARISAN,AHMAD BIN MOHD SAID,MALE,NA,8511,Sabah,12,58,115203,98121,17082,59085,56118,27162,25431,4.5,1665,883,782,496,298,198,73,7.5,5008,6819,3172,0.379,11.7,163,2054,6581,17,8,3,2,4,9,87,167,2958,98.6,1.4,0,100,0,6819,3172,11.7,0.208196289,-32203.74775,-32203.74775,-33.76477864,0.005456301,0.004742102,0.932258351,0.059774636,0.005086683,0.059774636,0.005086683,1.94E-05,0.079333018
P.174,P.174,PENAMPANG,77214,4.72,26.71,0.68,64.06,0.97,0,2.86,96.61,0.01,3.35,0.03,6.88,22.07,23.85,18.88,13.27,9.21,3.97,1.33,0.55,50.85,49.15,URBAN,PH,UPKO,NA,77214,14410,NA,NA,NA,445,50730,NA,NA,NA,NA,NA,UPKO,EWON BENEDICK,MALE,NA,29066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,STAR,KENNY CHUA TECK HO,MALE,NA,6719,WARISAN,DATUK DARELL LEIKING,MALE,NA,14656,Sabah,12,492,178499,158591,19908,94857,83642,47840,44590,3.8,2540,1321,1219,755,446,309,67.2,8.7,5535,6643,3230,0.324,4.2,364,4257,12597,76,46,4,13,13,14,167,493,4146,97.1,0.5,2.4,100,0,3864,2715,16.2,0.254470553,-18162.74775,-18162.74775,-19.04316112,0.029829471,0.040138913,1.160005457,0.04730752,0.034602349,0.04730752,0.034602349,0.007589209,0.848467932
P.175,P.175,PAPAR,59942,8.92,6.29,0.3,79.46,0.67,0.01,4.37,98.62,0.01,1.38,0,7.61,22.15,21.75,18.05,14.66,9.89,4.03,1.28,0.58,49.93,50.07,SEMI URBAN,GRS,PPBM,NA,59942,12224,NA,NA,NA,663,43509,NA,NA,NA,NA,NA,DAP,HENRY SHIM,MALE,NA,9144,NA,NA,NA,NA,NA,PEJUANG,NICHOLAS SYLVESTER @ BERRY,MALE,56,783,NA,NA,NA,NA,NA,PPBM,DATUK ARMIZAN BIN MOHD ALI,MALE,NA,22620,WARISAN,HJ. AHMAD HASSAN,MALE,NA,10396,Sabah,12,610,106765,98452,8313,56184,50581,26178,22398,4.6,1596,834,762,475,281,194,66.6,7.2,4665,5843,2899,0.352,12.1,213,2642,9046,10,4,5,1,0,3,48,103,1490,98,0,2,100,0,4841,3056,7.1,0.197548034,-35434.74775,-35434.74775,-37.15239677,0.023021414,0.049737159,1.469854993,0.071242828,0.03383814,0.071242828,0.03383814,0.008993188,0.698135662
P.176,P.176,KIMANIS,40763,9.22,2.93,0.18,84.48,0.59,0,2.6,99.95,0,0.05,0,6.35,20.12,23.41,18.79,15.28,9.75,3.87,1.44,0.99,50.32,49.68,RURAL,BN,UMNO,NA,40763,3037,NA,NA,NA,344,31068,UMNO,MOHAMAD BIN ALAMIN,MALE,50,13004,UPKO,ROWINDY LAWRENCE ODONG,FEMALE,NA,3931,NA,NA,NA,NA,NA,PEJUANG,YUSOP BIN OSMAN,MALE,NA,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WARISAN,DAUD BIN YUSOF,MALE,NA,9967,Sabah,12,949,50408,45850,4558,25986,24422,10517,10419,4.8,723,377,346,216,128,88,66.8,8.1,4050,5359,2578,0.391,18.4,212,1663,5521,12,10,2,0,0,2,29,124,778,92.2,1.9,5.9,100,0,5359,2578,18.4,0.134340705,-54613.74775,-54613.74775,-57.26107153,0.02972839,0.077457684,1.614159901,0.101211017,0.047986376,0.101211017,0.047986376,0.028165673,0.765308815
P.177,P.177,BEAUFORT,43248,7.21,5.44,0.32,84.19,0.72,0.01,2.11,99.51,0,0.48,0,5.51,18.63,21.27,18.77,17.18,11.79,4.61,1.66,0.58,50.33,49.67,RURAL,BN,UMNO,NA,43248,2518,NA,NA,NA,552,29298,UMNO,DATUK SITI AMINAH BINTI ACHING,FEMALE,NA,10570,PKR,DIKIN BIN MUSAH,MALE,67,7835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WARISAN,MASRI BIN ADUL,MALE,NA,2152,Sabah,12,871,52107,48502,3605,26390,25717,13325,11159,4.7,747,401,346,223,135,88,66.2,6.3,3260,4444,2547,0.368,28,23,437,2030,7,5,0,2,0,1,37,138,1645,86.2,8.9,4.9,99.6,0.4,4444,2547,28,0.142530402,-52128.74775,-52128.74775,-54.65561468,0.008478414,0.071043226,2.894703055,0.174704679,0.024542492,0.174704679,0.024542492,0.006757401,0.406647525
P.178,P.178,SIPITANG,45871,8.07,3.38,0.17,84.5,1.9,0,1.97,99.68,0,0.32,0,6.73,22.33,23.31,17.09,14.49,10.21,3.62,1.53,0.69,50.81,49.19,RURAL,GRS,PPBM,NA,45871,4691,NA,NA,NA,647,29061,NA,NA,NA,NA,NA,PAN,LAHIRUL,MALE,NA,4834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PPBM,DATUK MATBALI BIN MUSAH,MALE,NA,14459,WARISAN,ADNAN BIN OKK PUTEH,MALE,NA,9768,Sabah,12,3715,66583,60458,6125,34389,32194,15839,14682,4.5,943,497,446,281,168,113,66,6.4,3944,5148,2391,0.341,10.4,44,446,1515,17,5,0,0,12,0,36,122,1238,96.3,1.5,2.2,100,0,7188,4839,2.9,0.1511749,-49505.74775,-49505.74775,-51.90546849,0.015113166,0.302822102,4.476267767,0.42180898,0.067650578,0.42180898,0.067650578,0.218851901,0.717912886
P.179,P.179,RANAU,66517,2.2,1.32,0.08,94.3,0.43,0.01,1.65,99.72,0,0.28,0,7.66,24.26,25.08,16.71,12.01,8.2,3.35,1.67,1.06,50.28,49.72,RURAL,GRS,PPBM,NA,66517,11092,NA,NA,NA,383,42298,NA,NA,NA,NA,NA,PKR,TAUFIK DAHLAN,MALE,NA,11514,NA,NA,NA,NA,NA,PEJUANG,AZIZUL JULIRIN,MALE,NA,1267,NA,NA,NA,NA,NA,PPBM,JONATHAN YASIN,MALE,NA,22606,WARISAN,MARKOS SITON,MALE,NA,2657,Sabah,12,3891,86084,79745,6339,44659,41425,18134,16765,5.1,1425,748,677,424,253,171,75.5,8.8,3519,4669,2648,0.393,26.8,54,829,2144,13,11,1,0,1,2,17,216,1761,36.3,2.5,61.2,100,0,7601,4938,4.5,0.219216953,-28859.74775,-28859.74775,-30.25868299,0.025161505,0.317888728,3.554424187,0.404865585,0.089434663,0.404865585,0.089434663,0.401519465,0.78517103
P.180,P.180,KENINGAU,87588,5.36,7.08,0.16,84.31,0.73,0.01,2.35,99.69,0,0.31,0,7.87,26.5,24.82,15.81,12.44,8,2.83,1.13,0.6,50.39,49.61,RURAL,GRS,STAR,NA,87588,8056,NA,NA,NA,424,54872,NA,NA,NA,NA,NA,DAP,GRELYDIA GILLOD,FEMALE,NA,15099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,STAR,DATUK SERI PANGLIMA DR.JEFFREY G.KITINGAN,MALE,74,23155,WARISAN,RASININ KOUTIS @ KAUTIS,MALE,NA,7020,Sabah,12,2231,129882,117554,12328,66395,63487,32215,30366,4.3,1879,1004,875,561,339,222,61.9,6.3,4150,5550,2884,0.38,14.7,11,234,1407,101,50,6,0,45,6,119,270,2888,77.6,3.9,18.5,100,0,5912,4183,7.3,0.288659658,-7788.747748,-7788.747748,-8.166296222,0.023631594,0.18218518,2.77657884,0.22770298,0.065614985,0.22770298,0.065614985,0.123862215,0.80010011
P.181,P.181,TENOM,42045,6.09,8.5,0.08,82.37,0.55,0,2.4,99.66,0,0.33,0,7.64,22.33,23.74,16.85,13.88,9.22,3.36,1.68,1.31,49.95,50.05,RURAL,INDEPENDENT,NA,NA,42045,1108,NA,NA,NA,385,28649,UMNO,JAMAWI BIN JA'AFAR,MALE,NA,8625,DAP,NOORITA SUAL,FEMALE,NA,8919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WARISAN,UKIM BUANDI,MALE,NA,992,Sabah,12,2457,50230,48026,2204,25806,24424,12238,10672,4.7,738,391,347,220,132,88,61.5,6.1,3525,4734,2606,0.347,17.2,11,228,1493,6,4,1,1,0,1,41,112,718,54.3,0.9,44.8,100,0,5353,3635,8.6,0.138565732,-53331.74775,-53331.74775,-55.9169284,0.019847139,0.200483498,3.178266857,0.259324453,0.063079504,0.259324453,0.063079504,0.125972254,0.773099087
P.182,P.182,PENSIANGAN,55672,1.51,0.94,0.05,95.68,0.35,0.01,1.46,99.98,0,0.02,0,9.59,28.21,24.88,14.54,10.78,6.36,2.45,1.67,1.52,50.11,49.89,RURAL,BN,PBRS,NA,55672,5412,NA,NA,NA,383,37110,PBRS,DATUK ARTHUR JOSEPH KURUP,MALE,40,19623,PKR,SANGKAR BIN RASAM,MALE,60,14211,NA,NA,NA,NA,NA,PEJUANG,JAMANI BIN DERIMIN,MALE,NA,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WARISAN,SITI NOORHASMAWATTY OSMAN,FEMALE,NA,1512,Sabah,12,8897,82499,73991,8508,43476,39023,18757,17066,4.8,1286,672,614,384,227,157,68.8,8,3636,4359,2415,0.302,31.1,5,150,2214,23,18,2,0,3,0,16,71,525,52.4,12.4,35.2,100,0,4359,2415,31.1,0.183475596,-39704.74775,-39704.74775,-41.62937895,0.018466381,0.725483278,6.267910788,1.115525133,0.115745629,1.115525133,0.115745629,1.534816061,0.650351352
P.183,P.183,BELURAN,44727,5.47,0.86,0.11,87.38,1.64,0,4.53,99.6,0,0.4,0,8.21,26.22,24.04,15.97,12.02,7.6,3.5,1.62,0.82,50.99,49.01,RURAL,GRS,PPBM,NA,44727,1594,NA,NA,NA,534,29334,UMNO,BENEDICT ASMAT,MALE,NA,9709,UPKO,FELIX JOSEPH SAANG,MALE,NA,4460,PPBM,RONALD KIANDEE,MALE,NA,11303,PEJUANG,HAUSING BIN SAMSUDIN @ SUDIN,MALE,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WARISAN,ROWIENA RASID,FEMALE,NA,3707,Sabah,12,7448,101066,59032,42034,54712,46354,30227,26214,3.8,1441,730,711,426,246,180,72.9,8.2,2848,4169,1848,0.407,43.3,12,231,2073,37,36,0,0,1,0,21,120,908,46.6,5.8,47.7,96.8,3.2,4169,1848,43.3,0.147404673,-50649.74775,-50649.74775,-53.10492226,0.01198306,0.608398112,7.125413431,0.821871507,0.085384254,0.821871507,0.085384254,0.70042746,0.740259403
P.184,P.184,LIBARAN,72332,28.03,15.12,0.31,46.51,1.05,0,8.97,97.32,0,1.89,0.78,8.16,26.58,23.78,16.72,11.61,8.12,3.24,1.17,0.62,51.43,48.57,SEMI URBAN,BN,UMNO,NA,72332,12618,NA,NA,NA,907,44531,UMNO,SUHAIMI BIN NASIR,MALE,54,22969,UPKO,DR PETER JR NAINTIN,MALE,NA,10351,NA,NA,NA,NA,NA,PUTRA,JEFFRI @ AMAT PUDANG,MALE,NA,826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WARISAN,SHARIF BOKRATA,MALE,NA,9185,Sabah,12,930,171452,122828,48624,87215,84237,36450,33319,5.1,2407,1290,1117,720,436,284,74.4,8,4704,5616,2885,0.363,20.2,318,2312,7605,243,207,11,5,20,2,105,154,2210,95,0,5,99.8,0.2,5851,3529,4.4,0.238381175,-23044.74775,-23044.74775,-24.16180913,0.017666661,0.075925256,2.073079237,0.137563062,0.036624387,0.137563062,0.036624387,0.016082247,0.551930551
P.185,P.185,BATU SAPI,43916,14.83,26.98,0.31,50.47,0.87,0.02,6.51,98.24,0,0.65,1.11,7,24.05,22.23,15.32,13.32,10.09,4.57,2.03,1.4,51.63,48.37,URBAN,GRS,PPBM,NA,43916,4821,NA,NA,NA,479,27037,NA,NA,NA,NA,NA,DAP,LIAU FUI FUI,FEMALE,NA,7331,NA,NA,NA,NA,NA,PUTRA,BONI YUSUF JUANICO ABDULLAH,MALE,NA,176,NA,NA,NA,NA,NA,PPBM,KHAIRUL FIRDAUS AKBAR KHAN,MALE,NA,12152,WARISAN,ALIAS BIN SANI,MALE,NA,7218,Sabah,12,454,119698,85136,34562,62508,57190,21873,21273,5.5,1750,910,840,520,307,213,74.3,7.7,5017,6426,3571,0.387,13.7,231,2134,12033,212,161,5,14,32,4,90,163,2341,100,0,0,100,0,6426,3571,13.7,0.144731899,-51460.74775,-51460.74775,-53.95523433,0.00428779,0.03696542,2.936169103,0.066888661,0.012589677,0.066888661,0.012589677,9.25E-04,0.552641057
P.186,P.186,SANDAKAN,55542,14.39,42.37,0.64,35.66,0.79,0.01,6.13,99.32,0.01,0.67,0,6.58,22.33,20.55,15.72,13.41,12.12,5.6,2.43,1.25,50.33,49.67,URBAN,PH,DAP,NA,55542,11031,NA,NA,NA,480,30919,NA,NA,NA,NA,NA,DAP,VIVIAN WONG SHIR YEE,FEMALE,NA,16673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SAPP,LAU CHI KEONG @ THOMAS LAU,MALE,NA,5054,WARISAN,ALEX THIEN,MALE,NA,5642,Sabah,12,23,121672,82111,39561,62345,59327,22999,22587,5.3,1724,918,806,514,310,204,74.4,8.1,5191,6963,3759,0.416,16.8,48,492,2543,281,233,5,21,22,10,151,174,3618,99.1,0.5,0.5,100,0,6963,3759,16.8,0.183047161,-39834.74775,-39834.74775,-41.76568051,0.01153574,0.001845922,0.400022109,0.003520935,0.004614551,0.003520935,0.004614551,6.21E-06,0.524270557
P.187,P.187,KINABATANGAN,44773,14.61,0.68,0.14,78.92,1.38,0,4.27,99.52,0,0.48,0,8.38,26.04,23.62,15.95,12.16,8.1,3.16,1.47,1.12,51.73,48.27,RURAL,BN,UMNO,NA,44773,4330,NA,NA,NA,452,29354,UMNO,BUNG MOKTAR BIN RADIN,MALE,63,16842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WARISAN,MAZLIWATI BINTI ABDUL MALEK,FEMALE,NA,12512,Sabah,12,18068,216087,79593,136494,118889,97198,50371,48388,4.5,3067,1516,1551,905,511,394,68.3,9.7,2973,4310,1916,0.408,41.7,88,974,3753,57,56,0,0,1,0,26,36,869,56.9,0,43.1,96.2,3.8,8837,5432,4.3,0.147556273,-50603.74775,-50603.74775,-53.05669248,0.013952128,1.474169726,10.27906268,2.043594962,0.143414801,2.043594962,0.143414801,4.788011273,0.72136101
P.188,P.188,LAHAD DATU,100256,26.42,9.14,0.42,56.03,1.18,0.01,6.8,98.23,0,1.36,0.41,8.81,27.73,24.81,14.75,11.32,8.08,2.77,1,0.74,51.91,48.09,SEMI URBAN,WARISAN,NA,NA,100256,4376,NA,NA,NA,828,58145,UMNO,MAIZATUL AKMAM BT HJ ALAWI,FEMALE,NA,22740,DAP,SIA YU HOCK,MALE,NA,8289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WARISAN,DATO' HJ MOHAMMAD YUSOF BIN APDAL,MALE,NA,27116,Sabah,12,8594,299550,180519,119031,159843,139707,63360,61478,4.8,4167,2128,2039,1234,718,516,71.4,9.7,4075,5644,2763,0.373,19.9,7,172,1448,492,421,5,49,17,11,182,316,4873,78.1,0.1,21.8,99.9,0.1,5644,2763,19.9,0.330408991,4879.252252,4879.252252,5.115767068,0.011527455,0.700664108,7.796294301,1.016548708,0.089871429,1.016548708,0.089871429,0.893661175,0.689257782
P.189,P.189,SEMPORNA,72169,6.6,1.52,0.14,87.61,0.33,0.01,3.79,98.7,0,0.94,0.36,9.1,26.01,22.58,16.69,12.24,7.9,2.59,1.58,1.32,49.77,50.23,RURAL,WARISAN,NA,NA,72169,20810,NA,NA,NA,282,38909,NA,NA,NA,NA,NA,PKR,ARASTAM BIN PANDOROG,MALE,NA,1848,NA,NA,NA,NA,NA,PEJUANG,AB RAJIK AB HAMID,MALE,NA,467,NA,NA,NA,NA,NA,PPBM,NIXON BIN ABDUL HABI,MALE,NA,7892,WARISAN,MOHD SHAFIE APDAL,MALE,66,28702,Sabah,12,1126,166587,102740,63847,85401,81186,31553,29042,5.7,2350,1249,1101,700,421,279,62.5,10.1,3542,5933,2599,0.474,31.5,3,83,840,25,17,0,8,0,0,25,136,1373,90.3,0.7,9,99.7,0.3,5933,2599,31.5,0.237843984,-23207.74775,-23207.74775,-24.33271033,0.003871705,0.0915671,4.863160741,0.279130042,0.018828722,0.279130042,0.018828722,0.005126263,0.328044589
P.190,P.190,TAWAU,87477,33.96,29.52,0.38,28.55,1.2,0,6.38,98.65,0.01,0.81,0.53,7.01,23.09,21.67,16.42,13.64,11.1,4.6,1.61,0.86,51.34,48.66,URBAN,GRS,PBS,NA,87477,3800,NA,NA,NA,697,50687,NA,NA,NA,NA,NA,PKR,CHRISTINA LIEW,FEMALE,70,16065,NA,NA,NA,NA,NA,PEJUANG,HERMAN BIN AMDAS,MALE,NA,1067,NA,NA,NA,NA,NA,PBS,LO SU FUI,MALE,NA,19865,WARISAN,KC CHEN KET CHUIN,MALE,28,11263,Sabah,12,1332,230531,155447,75084,120678,109853,47607,45694,5,3306,1717,1589,982,579,403,75.1,7,4494,6202,2554,0.388,13.5,9,148,1648,598,462,23,58,55,12,234,481,5507,98.9,0.1,1,100,0,6202,2554,13.5,0.28829384,-7899.747748,-7899.747748,-8.282676789,0.032770953,0.108367234,1.818462946,0.132982624,0.059592765,0.132982624,0.059592765,0.060772175,0.814897697
P.191,P.191,KALABAKAN,83970,49.17,8.37,0.36,32.93,2.21,0.01,6.93,96.73,0.01,0.6,2.67,7.69,27.03,26.27,15.51,10.58,8.53,2.81,0.99,0.6,51.87,48.13,URBAN,BN,UMNO,NA,83970,9100,NA,NA,NA,515,50030,UMNO,ANDI MUHAMMAD SURYADY BIN BANDY,MALE,41,23855,PKR,NORAINI ABD GHAPUR,FEMALE,NA,9398,NA,NA,NA,NA,NA,PEJUANG,DR NUR AINI ABD RAHMAN (MD),FEMALE,NA,1681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WARISAN,MA'MUN BIN SULAIMAN,MALE,NA,14755,Sabah,12,4551,188656,125038,63618,99264,89392,43247,40302,4.6,2677,1375,1302,792,463,329,68.1,10,4265,6222,2941,0.385,14.8,7,139,1248,135,110,2,7,16,3,78,194,2550,98,0.5,1.4,99.7,0.3,6222,2941,14.8,0.276735985,-11406.74775,-11406.74775,-11.95967363,0.014994021,0.37092506,4.973750975,0.505378585,0.074576524,0.505378585,0.074576524,0.32576932,0.733954843
P.192,P.192,MAS GADING,47171,5.14,17.08,0.18,0.42,76.84,0.01,0.32,98.62,0,0.32,1.06,6.47,21.45,19.52,16.99,16.74,11.32,5.39,1.7,0.41,51.27,48.73,RURAL,PH,DAP,NA,47171,5480,NA,NA,NA,419,31379,NA,NA,NA,NA,NA,DAP,MORDI ANAK BIMOL,MALE,NA,17274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDP,LIDANG DISEN,MALE,NA,11794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sarawak,13,1481,51434,48849,2585,27193,24241,15913,11991,4.3,766,389,377,304,174,130,66.7,3.3,3843,4857,2940,0.342,9.5,10,187,1786,39,25,8,5,1,5,27,27,880,75.5,0,24.5,100,0,3750,2307,18.9,0.155459249,-48205.74775,-48205.74775,-50.54245284,0.020494389,0.119145016,2.411129048,0.176719707,0.049414616,0.176719707,0.049414616,0.045941637,0.674203337
P.193,P.193,SANTUBONG,79540,78.03,7.92,0.09,0.26,13.36,0,0.34,99.79,0,0.15,0.06,8.21,25.1,21.72,16.93,13.77,8.85,4.02,1.13,0.26,49.54,50.46,SEMI URBAN,GPS,PBB,NA,79540,38681,NA,NA,NA,650,51809,NA,NA,NA,NA,NA,PAN,MOHAMAD ZEN PELI,MALE,NA,5058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBB,NANCY SHUKRI,FEMALE,NA,43739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sarawak,13,1501,117751,115123,2628,59689,58062,33334,26883,4.4,1715,912,803,684,406,278,64.7,4.5,4801,5784,3378,0.345,11.7,30,529,2758,55,28,10,11,6,13,300,258,2735,90.8,0.4,8.7,99.8,0.2,6170,3878,5.6,0.262136242,-15836.74775,-15836.74775,-16.60441158,0.007565301,0.120379068,3.988984851,0.321921232,0.03017787,0.321921232,0.03017787,0.017312026,0.373939511
P.194,P.194,PETRA JAYA,109809,69.37,13.41,0.59,0.33,15.91,0,0.38,99.15,0.02,0.84,0,7.47,23.86,22.65,16.97,13.88,9.29,4.27,1.3,0.31,49.04,50.96,URBAN,GPS,PBB,NA,109809,41363,NA,NA,NA,551,69163,NA,NA,NA,NA,NA,PKR,SOPIAN JULAIHI,MALE,53,13382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBB,FADILLAH BIN YUSOF,MALE,NA,54745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sarawak,13,126,150813,149617,1196,75216,75597,42218,34133,4.4,2201,1184,1017,880,528,352,64.8,4.5,6336,7665,4260,0.363,6.1,6,112,744,116,67,18,17,14,49,301,758,6173,98.5,0.4,1.1,100,0,5851,3529,4.4,0.361892364,14432.25225,14432.25225,15.13183516,0.018855966,0.010111429,0.732287937,0.015759526,0.013807996,0.015759526,0.013807996,3.04E-04,0.641607429
